13 13 | 0 3 3 3 2 2 0 0 0 | - 1 1 1 2 2 4 - - | 5 o x - - | 7 13
13 13 | 0 4 2 4 1 2 0 0 0 | 4 - - 0 3 2 - - - | 5 x o - - | 3 9
13 13 | 0 3 4 3 1 2 0 0 0 | 4 - - 1 3 2 - - - | 5 x o - - | 4 10
13 13 | 0 2 2 4 4 1 0 0 0 | 4 2 2 0 - 3 4 - - | 5 x x - - | 6 17
13 13 | 0 1 4 3 4 1 0 0 0 | 4 3 0 1 0 3 4 - - | 5 x x - - | 6 17
13 13 | 0 2 3 3 4 1 0 0 0 | 4 2 1 1 - 3 4 - - | 5 x x - - | 7 17
13 13 | 0 1 4 4 3 1 0 0 0 | 4 - 0 0 1 3 4 - - | 5 x x - - | 5 14
13 13 | 0 3 2 4 3 1 0 0 0 | - - 2 0 1 3 4 - - | 5 o x - - | 5 12
13 13 | 0 3 3 3 3 1 0 0 0 | 4 - 1 1 1 3 4 - - | 5 x x - - | 7 16
13 13 | 0 3 3 4 2 1 0 0 0 | - 1 1 0 2 3 4 - - | 5 o x - - | 6 13
13 13 | 0 4 2 4 2 1 0 0 0 | 4 - 2 0 - 3 4 - - | 5 x x - - | 5 15
13 13 | 0 3 4 3 2 1 0 0 0 | - 1 0 1 2 3 4 - - | 5 o x - - | 6 13
13 13 | 0 4 3 4 1 1 0 0 0 | 4 0 1 0 3 - 4 - - | 5 x x - - | 5 14
13 13 | 0 4 4 3 1 1 0 0 0 | 4 0 0 1 3 - 4 - - | 5 x x - - | 5 14
13 13 | 0 3 4 3 3 0 0 0 0 | 4 1 0 1 1 4 - - - | 4 x x - - | 6 13
13 13 | 0 4 3 4 2 0 0 0 0 | 4 - 1 0 2 4 - - - | 4 x x - - | 5 13
